Linux 3.19.0-28-generic (storm6) 	04/15/2016 	_x86_64_	(1 CPU)

03:32:25 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:36:51 PM     all     43.88      0.00     16.84      0.00      0.00     39.29
03:36:53 PM     all     42.78      0.00     17.11      0.00      0.00     40.11
03:36:55 PM     all     44.00      0.00     18.50      0.00      0.00     37.50
03:36:57 PM     all     40.43      0.00     22.34      0.00      0.00     37.23
03:36:59 PM     all     44.10      0.00     18.97      0.00      0.00     36.92
03:37:01 PM     all     41.15      0.00     18.75      0.00      0.00     40.10
03:37:03 PM     all     42.93      0.00     19.70      0.00      0.00     37.37
03:37:05 PM     all     51.58      0.00     16.84      0.00      0.00     31.58
03:37:07 PM     all     38.54      0.00     19.27      0.00      0.00     42.19
03:37:09 PM     all     43.23      0.00     20.31      0.00      0.00     36.46
03:37:11 PM     all     39.30      0.00     16.42      0.00      0.00     44.28
03:37:13 PM     all     44.50      0.00     19.37      0.00      0.00     36.13
03:37:15 PM     all     33.69      0.00     15.51      0.00      0.00     50.80
03:37:17 PM     all     36.27      0.00     18.65      0.00      0.00     45.08
03:37:19 PM     all     33.16      0.00     19.79      0.00      0.00     47.06
03:37:21 PM     all     39.89      0.00     14.36      0.00      0.00     45.74
03:37:23 PM     all     40.31      0.00     16.33      0.51      0.00     42.86
03:37:25 PM     all     35.03      0.00     17.26      0.00      0.00     47.72
03:37:27 PM     all     40.70      0.00     17.09      0.00      0.00     42.21
03:37:29 PM     all     35.94      0.00     17.19      0.00      0.00     46.88
03:37:31 PM     all     38.97      0.00     17.44      0.00      0.00     43.59
03:37:33 PM     all     35.90      0.00     17.95      0.00      0.00     46.15
03:37:35 PM     all     36.51      0.00     17.46      0.00      0.00     46.03
03:37:37 PM     all     42.00      0.00     16.00      0.00      0.00     42.00
03:37:39 PM     all     37.57      0.00     17.99      0.00      0.00     44.44
03:37:41 PM     all     42.33      0.00     15.34      0.00      0.00     42.33
03:37:43 PM     all     38.69      0.00     17.59      0.00      0.00     43.72
03:37:45 PM     all     40.51      0.00     18.46      0.00      0.00     41.03
03:37:47 PM     all     37.88      0.00     18.69      0.00      0.00     43.43
03:37:49 PM     all     37.82      0.00     20.21      0.00      0.00     41.97
03:37:51 PM     all     39.47      0.00     14.74      0.00      0.00     45.79
03:37:53 PM     all     38.78      0.00     15.31      0.00      0.00     45.92
03:37:55 PM     all     39.06      0.00     16.67      0.00      0.00     44.27
03:37:57 PM     all     37.77      0.00     15.43      0.53      0.00     46.28
03:37:59 PM     all     38.22      0.00     21.47      0.00      0.00     40.31
03:38:01 PM     all     41.45      0.00     16.58      0.00      0.00     41.97
03:38:03 PM     all     36.79      0.00     17.62      0.00      0.00     45.60
03:38:05 PM     all     39.58      0.00     14.06      0.00      0.00     46.35
03:38:07 PM     all     39.34      0.00     16.94      0.00      0.00     43.72
03:38:09 PM     all     35.71      0.00     18.37      0.00      0.00     45.92
03:38:11 PM     all     36.84      0.00     14.74      0.00      0.00     48.42
03:38:13 PM     all     36.41      0.00     18.46      0.00      0.00     45.13
03:38:15 PM     all     41.33      0.00     18.37      0.00      0.00     40.31
03:38:17 PM     all     38.86      0.00     16.06      0.00      0.00     45.08
03:38:19 PM     all     36.92      0.00     16.92      0.00      0.00     46.15
03:38:21 PM     all     37.10      0.00     18.28      0.00      0.00     44.62
03:38:23 PM     all     37.70      0.00     17.80      0.00      0.00     44.50
03:38:25 PM     all     39.47      0.00     14.21      0.00      0.00     46.32
03:38:27 PM     all     33.51      0.00     18.62      0.00      0.00     47.87
03:38:29 PM     all     39.29      0.00     14.29      0.00      0.00     46.43
03:38:31 PM     all     38.46      0.00     15.38      0.00      0.00     46.15
03:38:33 PM     all     35.90      0.00     17.44      0.00      0.00     46.67
03:38:35 PM     all     38.97      0.00     18.46      0.00      0.00     42.56
03:38:37 PM     all     40.84      0.00     16.75      0.52      0.00     41.88
03:38:39 PM     all     44.97      0.00     21.69      0.00      0.00     33.33
03:38:41 PM     all     46.07      0.00     19.37      0.00      0.00     34.55
03:38:43 PM     all     42.64      0.00     16.75      0.00      0.00     40.61
03:38:45 PM     all     44.21      0.00     19.47      0.00      0.00     36.32
03:38:47 PM     all     41.75      0.00     18.04      0.00      0.00     40.21
03:38:49 PM     all     38.54      0.00     18.23      0.00      0.00     43.23
03:38:51 PM     all     45.18      0.00     13.71      0.00      0.00     41.12
03:38:53 PM     all     40.00      0.00     14.21      0.00      0.00     45.79
03:38:55 PM     all     37.56      0.00     16.24      0.00      0.00     46.19
03:38:57 PM     all     36.13      0.00     16.75      0.00      0.00     47.12
03:38:59 PM     all     33.68      0.00     17.89      0.00      0.00     48.42
03:39:01 PM     all     37.70      0.00     19.37      0.00      0.00     42.93
03:39:03 PM     all     36.04      0.00     16.24      0.51      0.00     47.21
03:39:05 PM     all     43.08      0.00     17.95      0.00      0.00     38.97
03:39:07 PM     all     38.81      0.00     19.40      0.00      0.00     41.79
03:39:09 PM     all     35.71      0.00     17.86      0.00      0.00     46.43
03:39:11 PM     all     37.16      0.00     13.66      0.00      0.00     49.18
03:39:13 PM     all     36.04      0.00     17.26      0.00      0.00     46.70
03:39:15 PM     all     35.60      0.00     18.32      0.00      0.00     46.07
03:39:17 PM     all     39.38      0.00     15.03      0.52      0.00     45.08
03:39:19 PM     all     35.26      0.00     14.74      0.00      0.00     50.00
03:39:21 PM     all     36.32      0.00     15.79      0.00      0.00     47.89
03:39:23 PM     all     38.66      0.00     16.49      0.00      0.00     44.85
03:39:25 PM     all     39.58      0.00     13.54      0.00      0.00     46.88
03:39:27 PM     all     41.12      0.00     17.77      0.00      0.00     41.12
03:39:29 PM     all     39.36      0.00     14.36      0.00      0.00     46.28
03:39:31 PM     all     38.27      0.00     18.88      0.00      0.00     42.86
03:39:33 PM     all     39.36      0.00     17.02      0.00      0.00     43.62
03:39:35 PM     all     36.13      0.00     17.28      0.00      0.00     46.60
03:39:37 PM     all     39.15      0.00     14.81      0.00      0.00     46.03
03:39:39 PM     all     43.30      0.00     17.01      0.00      0.00     39.69
03:39:41 PM     all     41.24      0.00     15.46      0.00      0.00     43.30
03:39:43 PM     all     36.13      0.00     16.23      0.52      0.00     47.12
03:39:45 PM     all     35.98      0.00     18.52      0.00      0.00     45.50
03:39:47 PM     all     37.19      0.00     18.09      0.00      0.00     44.72
03:39:49 PM     all     38.62      0.00     15.87      0.00      0.00     45.50
03:39:51 PM     all     40.21      0.00     14.29      0.00      0.00     45.50
03:39:53 PM     all     39.90      0.00     16.06      0.00      0.00     44.04
03:39:55 PM     all     39.15      0.00     18.52      0.00      0.00     42.33
03:39:57 PM     all     36.18      0.00     16.58      0.00      0.00     47.24


03:39:58 PM     all     11.76      0.00      0.00      5.88      0.00     82.35
Average:        all     39.75      0.00     17.54      0.04      0.00     42.67
