Linux 3.19.0-28-generic (storm6) 	04/14/2016 	_x86_64_	(1 CPU)

08:30:16 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
08:30:18 PM     all     29.38      0.00     11.34      0.00      0.00     59.28
08:30:20 PM     all     21.88      0.00     15.62      0.00      0.00     62.50
08:30:22 PM     all     30.53      0.00     10.53      0.00      0.00     58.95
08:30:24 PM     all     28.65      0.00     10.94      0.00      0.00     60.42
08:30:26 PM     all     27.84      0.00     12.89      0.00      0.00     59.28
08:30:28 PM     all     30.15      0.00     10.55      0.00      0.00     59.30
08:30:30 PM     all     29.17      0.00      8.85      0.00      0.00     61.98
08:30:32 PM     all     22.11      0.00     15.26      0.00      0.00     62.63
08:30:34 PM     all     25.41      0.00      9.73      0.00      0.00     64.86
08:30:36 PM     all     23.96      0.00     14.58      0.00      0.00     61.46
08:30:38 PM     all     24.74      0.00     13.92      0.00      0.00     61.34
08:30:40 PM     all     27.78      0.00     14.14      0.00      0.00     58.08
08:30:42 PM     all     28.64      0.00     13.59      0.00      0.00     57.77
08:30:44 PM     all     24.62      0.00     13.85      0.00      0.00     61.54
08:30:46 PM     all     25.91      0.00     11.40      0.00      0.00     62.69
08:30:48 PM     all     29.17      0.00     10.94      0.00      0.00     59.90
08:30:50 PM     all     24.75      0.00     15.15      0.00      0.00     60.10
08:30:52 PM     all     30.61      0.00     15.31      0.00      0.00     54.08
08:30:54 PM     all     24.21      0.00     13.68      0.00      0.00     62.11
08:30:56 PM     all     26.94      0.00     13.47      0.52      0.00     59.07
08:30:58 PM     all     28.21      0.00     11.79      0.00      0.00     60.00
08:31:00 PM     all     28.72      0.00     13.33      0.00      0.00     57.95
08:31:02 PM     all     23.37      0.00     12.50      0.00      0.00     64.13
08:31:04 PM     all     27.27      0.00     13.64      0.00      0.00     59.09
08:31:06 PM     all     28.43      0.00     13.71      0.00      0.00     57.87
08:31:08 PM     all     24.74      0.00     13.68      0.00      0.00     61.58
08:31:10 PM     all     28.49      0.00     10.22      0.00      0.00     61.29
08:31:12 PM     all     44.56      0.00     13.99      0.00      0.00     41.45
08:31:14 PM     all     26.92      0.00      9.89      0.00      0.00     63.19
08:31:16 PM     all     27.64      0.00     12.56      0.00      0.00     59.80
08:31:18 PM     all     26.80      0.00     13.40      0.00      0.00     59.79
08:31:20 PM     all     32.47      0.00     12.89      0.00      0.00     54.64
