Linux 3.19.0-28-generic (storm6) 	04/14/2016 	_x86_64_	(1 CPU)

02:57:18 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
02:58:32 PM     all     55.05      0.00     25.76      0.00      0.00     19.19
02:58:34 PM     all     50.99      0.00     23.27      0.00      0.00     25.74
02:58:36 PM     all     56.78      0.00     20.60      0.00      0.00     22.61
02:58:38 PM     all     52.26      0.00     22.11      0.00      0.00     25.63
02:58:40 PM     all     53.54      0.00     20.71      0.00      0.00     25.76
02:58:42 PM     all     57.22      0.00     19.07      0.00      0.00     23.71
02:58:44 PM     all     56.28      0.00     24.12      0.00      0.00     19.60
02:58:46 PM     all     52.53      0.00     23.23      0.00      0.00     24.24
02:58:48 PM     all     50.51      0.00     20.71      0.00      0.00     28.79
02:58:50 PM     all     54.59      0.00     22.45      0.00      0.00     22.96
02:58:52 PM     all     52.50      0.00     24.50      0.00      0.00     23.00
02:58:54 PM     all     55.10      0.00     23.47      0.00      0.00     21.43
02:58:56 PM     all     58.88      0.00     19.29      0.00      0.00     21.83
02:58:58 PM     all     55.61      0.00     22.45      0.00      0.00     21.94
02:59:00 PM     all     50.99      0.00     26.24      0.00      0.00     22.77
02:59:02 PM     all     52.85      0.00     21.24      0.00      0.00     25.91
02:59:04 PM     all     53.69      0.00     25.62      0.00      0.00     20.69
02:59:06 PM     all     54.27      0.00     25.13      0.00      0.00     20.60
02:59:08 PM     all     58.55      0.00     20.21      0.00      0.00     21.24
02:59:10 PM     all     54.95      0.00     20.79      0.00      0.00     24.26
02:59:12 PM     all     57.95      0.00     21.03      0.00      0.00     21.03
02:59:14 PM     all     56.78      0.00     21.11      0.00      0.00     22.11
02:59:16 PM     all     57.64      0.00     18.23      0.00      0.00     24.14
02:59:18 PM     all     58.20      0.00     22.22      0.00      0.00     19.58
02:59:20 PM     all     55.28      0.00     24.12      0.00      0.00     20.60
02:59:22 PM     all     57.92      0.00     21.78      0.50      0.00     19.80
02:59:24 PM     all     57.22      0.00     21.13      0.00      0.00     21.65
02:59:26 PM     all     55.17      0.00     24.63      0.00      0.00     20.20
02:59:28 PM     all     52.91      0.00     24.34      0.00      0.00     22.75
02:59:30 PM     all     53.54      0.00     22.22      0.00      0.00     24.24
02:59:32 PM     all     51.26      0.00     26.63      0.00      0.00     22.11
02:59:34 PM     all     58.67      0.00     21.43      0.00      0.00     19.90
02:59:36 PM     all     59.18      0.00     18.37      0.00      0.00     22.45
02:59:38 PM     all     55.00      0.00     21.50      0.00      0.00     23.50
02:59:40 PM     all     56.00      0.00     25.00      0.00      0.00     19.00
02:59:42 PM     all     58.38      0.00     21.83      0.00      0.00     19.80
02:59:44 PM     all     55.84      0.00     21.83      0.00      0.00     22.34
02:59:46 PM     all     58.38      0.00     18.27      0.00      0.00     23.35
02:59:48 PM     all     55.78      0.00     21.11      0.00      0.00     23.12
02:59:50 PM     all     56.63      0.00     21.94      0.00      0.00     21.43
02:59:52 PM     all     54.12      0.00     22.16      0.00      0.00     23.71
02:59:54 PM     all     57.00      0.00     22.50      0.00      0.00     20.50
02:59:56 PM     all     50.99      0.00     27.72      0.00      0.00     21.29
02:59:58 PM     all     58.91      0.00     20.30      0.00      0.00     20.79
03:00:00 PM     all     59.60      0.00     22.22      0.00      0.00     18.18
03:00:02 PM     all     60.31      0.00     22.16      0.00      0.00     17.53
03:00:04 PM     all     58.59      0.00     22.73      0.00      0.00     18.69
03:00:06 PM     all     52.55      0.00     22.45      0.00      0.00     25.00
03:00:08 PM     all     54.27      0.00     26.13      0.00      0.00     19.60
03:00:10 PM     all     55.44      0.00     23.32      0.00      0.00     21.24
03:00:12 PM     all     51.01      0.00     26.77      0.00      0.00     22.22
03:00:14 PM     all     56.92      0.00     22.05      0.00      0.00     21.03
03:00:16 PM     all     59.30      0.00     23.12      0.00      0.00     17.59
03:00:18 PM     all     56.28      0.00     23.62      0.00      0.00     20.10
03:00:20 PM     all     52.85      0.00     23.83      0.00      0.00     23.32
03:00:22 PM     all     56.35      0.00     20.81      0.00      0.00     22.84
03:00:24 PM     all     56.06      0.00     24.24      0.00      0.00     19.70
03:00:26 PM     all     57.59      0.00     20.94      0.00      0.00     21.47
03:00:28 PM     all     56.22      0.00     21.39      0.00      0.00     22.39
03:00:30 PM     all     53.06      0.00     22.96      0.00      0.00     23.98
03:00:32 PM     all     53.57      0.00     21.43      0.00      0.00     25.00
03:00:34 PM     all     55.10      0.00     22.96      0.00      0.00     21.94
03:00:36 PM     all     53.50      0.00     22.00      0.00      0.00     24.50
03:00:38 PM     all     51.28      0.00     26.15      0.00      0.00     22.56
03:00:40 PM     all     52.28      0.00     25.38      0.00      0.00     22.34
03:00:42 PM     all     55.17      0.00     19.70      0.00      0.00     25.12
03:00:44 PM     all     58.88      0.00     18.27      0.00      0.00     22.84
03:00:46 PM     all     52.53      0.00     23.74      0.00      0.00     23.74
03:00:48 PM     all     52.76      0.00     22.11      0.50      0.00     24.62
03:00:50 PM     all     55.90      0.00     19.49      0.00      0.00     24.62
03:00:52 PM     all     56.44      0.00     20.30      0.00      0.00     23.27
03:00:54 PM     all     56.28      0.00     23.12      0.00      0.00     20.60
03:00:56 PM     all     55.84      0.00     19.80      0.00      0.00     24.37
03:00:58 PM     all     54.82      0.00     21.32      0.00      0.00     23.86
03:01:00 PM     all     58.67      0.00     20.41      0.00      0.00     20.92
03:01:02 PM     all     59.90      0.00     17.71      0.00      0.00     22.40
03:01:04 PM     all     54.77      0.00     22.11      0.00      0.00     23.12
03:01:06 PM     all     55.15      0.00     20.10      0.00      0.00     24.74
03:01:08 PM     all     51.55      0.00     23.71      0.00      0.00     24.74
03:01:10 PM     all     52.28      0.00     23.86      0.00      0.00     23.86
03:01:12 PM     all     52.02      0.00     25.25      0.00      0.00     22.73
03:01:14 PM     all     56.70      0.00     20.62      0.00      0.00     22.68
03:01:16 PM     all     55.78      0.00     22.11      0.00      0.00     22.11
03:01:18 PM     all     53.85      0.00     23.59      0.00      0.00     22.56
03:01:20 PM     all     51.55      0.00     26.80      0.00      0.00     21.65
03:01:22 PM     all     57.22      0.00     20.62      0.00      0.00     22.16
03:01:24 PM     all     57.65      0.00     21.43      0.00      0.00     20.92
03:01:26 PM     all     59.00      0.00     19.50      0.00      0.00     21.50
03:01:28 PM     all     55.94      0.00     21.78      0.00      0.00     22.28
03:01:30 PM     all     57.81      0.00     20.31      0.00      0.00     21.88
03:01:32 PM     all     56.84      0.00     18.42      0.00      0.00     24.74
03:01:34 PM     all     55.15      0.00     18.56      0.00      0.00     26.29
03:01:36 PM     all     59.18      0.00     21.43      0.00      0.00     19.39
03:01:38 PM     all     56.06      0.00     24.24      0.00      0.00     19.70
03:01:40 PM     all     53.00      0.00     22.50      0.00      0.00     24.50
03:01:42 PM     all     54.77      0.00     24.62      0.00      0.00     20.60
03:01:44 PM     all     58.97      0.00     19.49      0.00      0.00     21.54
03:01:46 PM     all     57.14      0.00     21.43      0.00      0.00     21.43
03:01:48 PM     all     53.50      0.00     24.00      0.00      0.00     22.50
03:01:50 PM     all     58.67      0.00     19.90      0.00      0.00     21.43
03:01:52 PM     all     49.74      0.00     26.42      0.00      0.00     23.83
03:01:54 PM     all     59.28      0.00     19.07      0.00      0.00     21.65
03:01:56 PM     all     53.27      0.00     23.12      0.00      0.00     23.62
03:01:58 PM     all     60.41      0.00     22.84      0.00      0.00     16.75
03:02:00 PM     all     55.61      0.00     22.96      0.00      0.00     21.43
03:02:02 PM     all     59.90      0.00     21.83      0.00      0.00     18.27
03:02:04 PM     all     59.39      0.00     20.30      0.00      0.00     20.30
03:02:06 PM     all     54.04      0.00     21.72      0.00      0.00     24.24
03:02:08 PM     all     53.77      0.00     24.12      0.00      0.00     22.11
03:02:10 PM     all     53.03      0.00     23.23      0.00      0.00     23.74
03:02:12 PM     all     54.27      0.00     22.11      0.00      0.00     23.62
03:02:14 PM     all     54.04      0.00     22.22      0.00      0.00     23.74
03:02:16 PM     all     57.14      0.00     21.94      0.51      0.00     20.41
03:02:18 PM     all     52.76      0.00     23.12      0.00      0.00     24.12
03:02:20 PM     all     55.90      0.00     23.08      0.00      0.00     21.03
03:02:22 PM     all     52.74      0.00     24.38      0.00      0.00     22.89
03:02:24 PM     all     57.29      0.00     21.35      0.00      0.00     21.35
03:02:26 PM     all     56.63      0.00     20.41      0.00      0.00     22.96
03:02:28 PM     all     55.00      0.00     22.00      0.00      0.00     23.00
03:02:30 PM     all     53.30      0.00     24.87      0.00      0.00     21.83
03:02:32 PM     all     59.51      0.00     23.41      0.00      0.00     17.07
03:02:34 PM     all     58.62      0.00     23.15      0.00      0.00     18.23
03:02:36 PM     all     57.29      0.00     20.10      0.00      0.00     22.61
03:02:38 PM     all     54.69      0.00     24.48      0.00      0.00     20.83
03:02:40 PM     all     57.65      0.00     19.39      0.00      0.00     22.96
03:02:42 PM     all     53.69      0.00     23.15      0.00      0.00     23.15
03:02:44 PM     all     59.28      0.00     18.04      0.00      0.00     22.68
03:02:46 PM     all     51.53      0.00     26.02      0.00      0.00     22.45
03:02:48 PM     all     53.00      0.00     22.00      0.00      0.00     25.00
03:02:50 PM     all     58.03      0.00     19.17      0.52      0.00     22.28
03:02:52 PM     all     53.61      0.00     20.62      0.00      0.00     25.77
03:02:54 PM     all     56.99      0.00     19.17      0.00      0.00     23.83
03:02:56 PM     all     51.50      0.00     25.50      0.00      0.00     23.00
03:02:58 PM     all     52.76      0.00     22.11      0.00      0.00     25.13
03:03:00 PM     all     53.03      0.00     19.19      0.00      0.00     27.78
03:03:02 PM     all     54.21      0.00     19.47      0.00      0.00     26.32
03:03:04 PM     all     55.84      0.00     20.81      0.00      0.00     23.35
03:03:06 PM     all     56.57      0.00     19.70      0.00      0.00     23.74
03:03:08 PM     all     54.55      0.00     19.70      0.00      0.00     25.76
03:03:10 PM     all     54.36      0.00     18.97      0.00      0.00     26.67
03:03:12 PM     all     51.32      0.00     20.11      0.00      0.00     28.57
03:03:14 PM     all     53.30      0.00     22.34      0.00      0.00     24.37
03:03:16 PM     all     56.41      0.00     21.03      0.00      0.00     22.56
03:03:18 PM     all     58.76      0.00     16.49      0.00      0.00     24.74
03:03:20 PM     all     59.90      0.00     18.32      0.00      0.00     21.78
03:03:22 PM     all     51.56      0.00     18.23      0.00      0.00     30.21
03:03:24 PM     all     52.02      0.00     20.71      0.00      0.00     27.27
03:03:26 PM     all     53.96      0.00     19.80      0.00      0.00     26.24
03:03:28 PM     all     51.24      0.00     24.38      0.00      0.00     24.38
03:03:30 PM     all     53.61      0.00     16.49      0.00      0.00     29.90
03:03:32 PM     all     48.96      0.00     23.44      0.00      0.00     27.60
03:03:34 PM     all     54.27      0.00     20.60      0.00      0.00     25.13
03:03:36 PM     all     47.89      0.00     18.95      0.00      0.00     33.16
03:03:38 PM     all     49.23      0.00     18.46      0.51      0.00     31.79
03:03:40 PM     all     51.83      0.00     15.71      0.00      0.00     32.46
03:03:42 PM     all     49.75      0.00     18.27      0.00      0.00     31.98
03:03:44 PM     all     51.05      0.00     16.84      0.00      0.00     32.11
03:03:46 PM     all     50.51      0.00     16.67      0.00      0.00     32.83
03:03:48 PM     all     50.75      0.00     17.41      0.00      0.00     31.84
03:03:50 PM     all     51.55      0.00     17.01      0.00      0.00     31.44
03:03:52 PM     all     48.99      0.00     20.71      0.00      0.00     30.30
03:03:54 PM     all     49.48      0.00     20.10      0.00      0.00     30.41
03:03:56 PM     all     48.98      0.00     18.88      0.00      0.00     32.14
03:03:58 PM     all     50.26      0.00     14.87      0.00      0.00     34.87
03:04:00 PM     all     50.51      0.00     17.35      0.00      0.00     32.14
03:04:02 PM     all     47.40      0.00     19.79      0.00      0.00     32.81
03:04:04 PM     all     47.67      0.00     20.73      0.00      0.00     31.61
03:04:06 PM     all     47.12      0.00     16.75      0.00      0.00     36.13
03:04:08 PM     all     44.62      0.00     18.46      0.00      0.00     36.92
03:04:10 PM     all     49.51      0.00     19.42      0.00      0.00     31.07
03:04:12 PM     all     52.28      0.00     14.72      0.00      0.00     32.99
03:04:14 PM     all     49.74      0.00     16.92      0.00      0.00     33.33
03:04:16 PM     all     45.96      0.00     20.71      0.00      0.00     33.33
03:04:18 PM     all     48.95      0.00     17.37      0.00      0.00     33.68
03:04:20 PM     all     49.23      0.00     19.49      0.00      0.00     31.28
03:04:22 PM     all     48.04      0.00     18.14      0.00      0.00     33.82
03:04:24 PM     all     48.24      0.00     18.09      0.00      0.00     33.67
03:04:26 PM     all     48.48      0.00     18.69      0.00      0.00     32.83
03:04:28 PM     all     48.24      0.00     19.60      0.50      0.00     31.66


03:04:29 PM     all     46.20      0.00     22.22      0.00      0.00     31.58
Average:        all     54.58      0.00     21.64      0.01      0.00     23.76
